"tempTest","lnBWg","model_predFE","CI_2.5","CI_97.5"
0,-3.2189,-6.11390964161855,-6.79302913261072,-5.08657821192619
0.05,-3.2189,-6.11088193796328,-6.78982777182854,-5.08352212791105
0.1,-3.2189,-6.10785423430801,-6.78662641104636,-5.08046604389591
0.15,-3.2189,-6.10482653065275,-6.78342505026419,-5.07740995988077
0.2,-3.2189,-6.10179882699748,-6.78022368948201,-5.07435387586563
0.25,-3.2189,-6.09877112334222,-6.77702232869983,-5.07129779185049
0.3,-3.2189,-6.09574341968695,-6.77382096791766,-5.06824170783535
0.35,-3.2189,-6.09271571603169,-6.77061960713548,-5.06518562382021
0.4,-3.2189,-6.08968801237642,-6.7674182463533,-5.06212953980507
0.45,-3.2189,-6.08666030872115,-6.76421688557113,-5.05907345578994
0.5,-3.2189,-6.08363260506589,-6.76101552478895,-5.0560173717748
0.55,-3.2189,-6.08060490141062,-6.75781416400677,-5.05296128775966
0.6,-3.2189,-6.07757719775536,-6.7546128032246,-5.04990520374452
0.65,-3.2189,-6.07454949410009,-6.75141144244242,-5.04684911972938
0.7,-3.2189,-6.07152179044483,-6.74821008166024,-5.04379303571424
0.75,-3.2189,-6.06849408678956,-6.74500872087807,-5.0407369516991
0.8,-3.2189,-6.06546638313429,-6.74180736009589,-5.03768086768397
0.85,-3.2189,-6.06243867947903,-6.73860599931371,-5.03462478366883
0.9,-3.2189,-6.05941097582376,-6.73540463853154,-5.03156869965369
0.95,-3.2189,-6.0563832721685,-6.73220327774936,-5.02851261563855
1,-3.2189,-6.05335556851323,-6.72900191696718,-5.02545653162341
1.05,-3.2189,-6.05032786485797,-6.725800556185,-5.02240044760827
1.1,-3.2189,-6.0473001612027,-6.72259919540283,-5.01934436359313
1.15,-3.2189,-6.04427245754743,-6.71939783462065,-5.01628827957799
1.2,-3.2189,-6.04124475389217,-6.71619647383847,-5.01323219556286
1.25,-3.2189,-6.0382170502369,-6.7129951130563,-5.01017611154772
1.3,-3.2189,-6.03518934658164,-6.70979375227412,-5.00712002753258
1.35,-3.2189,-6.03216164292637,-6.70659239149194,-5.00406394351744
1.4,-3.2189,-6.0291339392711,-6.70339103070977,-5.0010078595023
1.45,-3.2189,-6.02610623561584,-6.70018966992759,-4.99795177548716
1.5,-3.2189,-6.02307853196057,-6.69698830914541,-4.99489569147202
1.55,-3.2189,-6.02005082830531,-6.69378694836324,-4.99183960745688
1.6,-3.2189,-6.01702312465004,-6.69058558758106,-4.98878352344175
1.65,-3.2189,-6.01399542099478,-6.68738422679888,-4.98572743942661
1.7,-3.2189,-6.01096771733951,-6.68418286601671,-4.98267135541147
1.75,-3.2189,-6.00794001368424,-6.68098150523453,-4.97961527139633
1.8,-3.2189,-6.00491231002898,-6.67778014445235,-4.97655918738119
1.85,-3.2189,-6.00188460637371,-6.67457878367018,-4.97350310336605
1.9,-3.2189,-5.99885690271845,-6.671377422888,-4.97044701935091
1.95,-3.2189,-5.99582919906318,-6.66817606210582,-4.96739093533577
2,-3.2189,-5.99280149540792,-6.66497470132365,-4.96433485132064
2.05,-3.2189,-5.98977379175265,-6.66177334054147,-4.9612787673055
2.1,-3.2189,-5.98674608809738,-6.65857197975929,-4.95822268329036
2.15,-3.2189,-5.98371838444212,-6.65537061897711,-4.95516659927522
2.2,-3.2189,-5.98069068078685,-6.65216925819494,-4.95211051526008
2.25,-3.2189,-5.97766297713159,-6.64896789741276,-4.94905443124494
2.3,-3.2189,-5.97463527347632,-6.64576653663058,-4.9459983472298
2.35,-3.2189,-5.97160756982105,-6.64256517584841,-4.94294226321466
2.4,-3.2189,-5.96857986616579,-6.63936381506623,-4.93988617919953
2.45,-3.2189,-5.96555216251052,-6.63616245428405,-4.93683009518439
2.5,-3.2189,-5.96252445885526,-6.63296109350188,-4.93377401116925
2.55,-3.2189,-5.95949675519999,-6.6297597327197,-4.93071792715411
2.6,-3.2189,-5.95646905154473,-6.62655837193752,-4.92766184313897
2.65,-3.2189,-5.95344134788946,-6.62335701115535,-4.92460575912383
2.7,-3.2189,-5.9504136442342,-6.62015565037317,-4.92154967510869
2.75,-3.2189,-5.94738594057893,-6.61695428959099,-4.91849359109355
2.8,-3.2189,-5.94435823692366,-6.61375292880882,-4.91543750707842
2.85,-3.2189,-5.9413305332684,-6.61055156802664,-4.91238142306328
2.9,-3.2189,-5.93830282961313,-6.60735020724446,-4.90932533904814
2.95,-3.2189,-5.93527512595787,-6.60414884646229,-4.906269255033
3,-3.2189,-5.9322474223026,-6.60094748568011,-4.90321317101786
3.05,-3.2189,-5.92921971864733,-6.59774612489793,-4.90015708700272
3.1,-3.2189,-5.92619201499207,-6.59454476411575,-4.89710100298758
3.15,-3.2189,-5.9231643113368,-6.59134340333358,-4.89404491897244
3.2,-3.2189,-5.92013660768154,-6.5881420425514,-4.89098883495731
3.25,-3.2189,-5.91710890402627,-6.58494068176922,-4.88793275094217
3.3,-3.2189,-5.914081200371,-6.58173932098705,-4.88487666692703
3.35,-3.2189,-5.91105349671574,-6.57853796020487,-4.88182058291189
3.4,-3.2189,-5.90802579306047,-6.57533659942269,-4.87876449889675
3.45,-3.2189,-5.90499808940521,-6.57213523864052,-4.87570841488161
3.5,-3.2189,-5.90197038574994,-6.56893387785834,-4.87265233086647
3.55,-3.2189,-5.89894268209468,-6.56573251707616,-4.86959624685133
3.6,-3.2189,-5.89591497843941,-6.56253115629399,-4.8665401628362
3.65,-3.2189,-5.89288727478415,-6.55932979551181,-4.86348407882106
3.7,-3.2189,-5.88985957112888,-6.55612843472963,-4.86042799480592
3.75,-3.2189,-5.88683186747361,-6.55292707394746,-4.85737191079078
3.8,-3.2189,-5.88380416381835,-6.54972571316528,-4.85431582677564
3.85,-3.2189,-5.88077646016308,-6.5465243523831,-4.8512597427605
3.9,-3.2189,-5.87774875650782,-6.54332299160093,-4.84820365874536
3.95,-3.2189,-5.87472105285255,-6.54012163081875,-4.84514757473023
4,-3.2189,-5.87169334919728,-6.53692027003657,-4.84209149071509
4.05,-3.2189,-5.86866564554202,-6.5337189092544,-4.83903540669995
4.1,-3.2189,-5.86563794188675,-6.53051754847222,-4.83597932268481
4.15,-3.2189,-5.86261023823149,-6.52731618769004,-4.83292323866967
4.2,-3.2189,-5.85958253457622,-6.52411482690786,-4.82986715465453
4.25,-3.2189,-5.85655483092096,-6.52091346612569,-4.82681107063939
4.3,-3.2189,-5.85352712726569,-6.51771210534351,-4.82375498662425
4.35,-3.2189,-5.85049942361042,-6.51451074456133,-4.82069890260911
4.4,-3.2189,-5.84747171995516,-6.51130938377916,-4.81764281859398
4.45,-3.2189,-5.84444401629989,-6.50810802299698,-4.81458673457884
4.5,-3.2189,-5.84141631264463,-6.5049066622148,-4.8115306505637
4.55,-3.2189,-5.83838860898936,-6.50170530143263,-4.80847456654856
4.6,-3.2189,-5.8353609053341,-6.49850394065045,-4.80541848253342
4.65,-3.2189,-5.83233320167883,-6.49530257986827,-4.80236239851828
4.7,-3.2189,-5.82930549802356,-6.4921012190861,-4.79930631450314
4.75,-3.2189,-5.8262777943683,-6.48889985830392,-4.796250230488
4.8,-3.2189,-5.82325009071303,-6.48569849752174,-4.79319414647287
4.85,-3.2189,-5.82022238705777,-6.48249713673957,-4.79013806245773
4.9,-3.2189,-5.8171946834025,-6.47929577595739,-4.78708197844259
4.95,-3.2189,-5.81416697974724,-6.47609441517521,-4.78402589442745
5,-3.2189,-5.81113927609197,-6.47289305439303,-4.78096981041231
5.05,-3.2189,-5.8081115724367,-6.46969169361086,-4.77791372639717
5.1,-3.2189,-5.80508386878144,-6.46649033282868,-4.77485764238203
5.15,-3.2189,-5.80205616512617,-6.4632889720465,-4.7718015583669
5.2,-3.2189,-5.79902846147091,-6.46008761126433,-4.76874547435176
5.25,-3.2189,-5.79600075781564,-6.45688625048215,-4.76568939033662
5.3,-3.2189,-5.79297305416037,-6.45368488969997,-4.76263330632148
5.35,-3.2189,-5.78994535050511,-6.4504835289178,-4.75957722230634
5.4,-3.2189,-5.78691764684984,-6.44728216813562,-4.7565211382912
5.45,-3.2189,-5.78388994319458,-6.44408080735344,-4.75346505427606
5.5,-3.2189,-5.78086223953931,-6.44087944657127,-4.75040897026092
5.55,-3.2189,-5.77783453588405,-6.43767808578909,-4.74735288624578
5.6,-3.2189,-5.77480683222878,-6.43447672500691,-4.74429680223065
5.65,-3.2189,-5.77177912857351,-6.43127536422474,-4.74124071821551
5.7,-3.2189,-5.76875142491825,-6.42807400344256,-4.73818463420037
5.75,-3.2189,-5.76572372126298,-6.42487264266038,-4.73512855018523
5.8,-3.2189,-5.76269601760772,-6.4216712818782,-4.73207246617009
5.85,-3.2189,-5.75966831395245,-6.41846992109603,-4.72901638215495
5.9,-3.2189,-5.75664061029719,-6.41526856031385,-4.72596029813981
5.95,-3.2189,-5.75361290664192,-6.41206719953168,-4.72290421412468
6,-3.2189,-5.75058520298665,-6.4088658387495,-4.71984813010954
6.05,-3.2189,-5.74755749933139,-6.40566447796732,-4.7167920460944
6.1,-3.2189,-5.74452979567612,-6.40246311718514,-4.71373596207926
6.15,-3.2189,-5.74150209202086,-6.39926175640297,-4.71067987806412
6.2,-3.2189,-5.73847438836559,-6.39606039562079,-4.70762379404898
6.25,-3.2189,-5.73544668471033,-6.39285903483861,-4.70456771003384
6.3,-3.2189,-5.73241898105506,-6.38965767405644,-4.7015116260187
6.35,-3.2189,-5.72939127739979,-6.38645631327426,-4.69845554200356
6.4,-3.2189,-5.72636357374453,-6.38325495249208,-4.69539945798843
6.45,-3.2189,-5.72333587008926,-6.38005359170991,-4.69234337397329
6.5,-3.2189,-5.720308166434,-6.37685223092773,-4.68928728995815
6.55,-3.2189,-5.71728046277873,-6.37365087014555,-4.68623120594301
6.6,-3.2189,-5.71425275912346,-6.37044950936338,-4.68317512192787
6.65,-3.2189,-5.7112250554682,-6.3672481485812,-4.68011903791273
6.7,-3.2189,-5.70819735181293,-6.36404678779902,-4.67706295389759
6.75,-3.2189,-5.70516964815767,-6.36084542701685,-4.67400686988246
6.8,-3.2189,-5.7021419445024,-6.35764406623467,-4.67095078586732
6.85,-3.2189,-5.69911424084714,-6.35444270545249,-4.66789470185218
6.9,-3.2189,-5.69608653719187,-6.35124134467032,-4.66483861783704
6.95,-3.2189,-5.6930588335366,-6.34803998388814,-4.6617825338219
7,-3.2189,-5.69003112988134,-6.34483862310596,-4.65872644980676
7.05,-3.2189,-5.68700342622607,-6.34163726232378,-4.65567036579162
7.1,-3.2189,-5.68397572257081,-6.33843590154161,-4.65261428177648
7.15,-3.2189,-5.68094801891554,-6.33523454075943,-4.64955819776134
7.2,-3.2189,-5.67792031526028,-6.33203317997725,-4.64650211374621
7.25,-3.2189,-5.67489261160501,-6.32883181919508,-4.64344602973107
7.3,-3.2189,-5.67186490794974,-6.3256304584129,-4.64038994571593
7.35,-3.2189,-5.66883720429448,-6.32242909763072,-4.63733386170079
7.4,-3.2189,-5.66580950063921,-6.31922773684855,-4.63427777768565
7.45,-3.2189,-5.66278179698395,-6.31602637606637,-4.63122169367051
7.5,-3.2189,-5.65975409332868,-6.31282501528419,-4.62816560965537
7.55,-3.2189,-5.65672638967342,-6.30962365450202,-4.62510952564024
7.6,-3.2189,-5.65369868601815,-6.30642229371984,-4.6220534416251
7.65,-3.2189,-5.65067098236288,-6.30322093293766,-4.61899735760996
7.7,-3.2189,-5.64764327870762,-6.30001957215549,-4.61594127359482
7.75,-3.2189,-5.64461557505235,-6.29681821137331,-4.61288518957968
7.8,-3.2189,-5.64158787139709,-6.29361685059113,-4.60982910556454
7.85,-3.2189,-5.63856016774182,-6.29041548980896,-4.6067730215494
7.9,-3.2189,-5.63553246408656,-6.28721412902678,-4.60371693753426
7.95,-3.2189,-5.63250476043129,-6.2840127682446,-4.60066085351913
8,-3.2189,-5.62947705677602,-6.28081140746242,-4.59760476950399
8.05,-3.2189,-5.62644935312076,-6.27761004668025,-4.59454868548885
8.1,-3.2189,-5.62342164946549,-6.27440868589807,-4.59149260147371
8.15,-3.2189,-5.62039394581023,-6.2712073251159,-4.58843651745857
8.2,-3.2189,-5.61736624215496,-6.26800596433372,-4.58538043344343
8.25,-3.2189,-5.61433853849969,-6.26480460355154,-4.58232434942829
8.3,-3.2189,-5.61131083484443,-6.26160324276936,-4.57926826541315
8.35,-3.2189,-5.60828313118916,-6.25840188198719,-4.57621218139802
8.4,-3.2189,-5.6052554275339,-6.25520052120501,-4.57315609738288
8.45,-3.2189,-5.60222772387863,-6.25199916042283,-4.57010001336774
8.5,-3.2189,-5.59920002022337,-6.24879779964066,-4.5670439293526
8.55,-3.2189,-5.5961723165681,-6.24559643885848,-4.56398784533746
8.6,-3.2189,-5.59314461291283,-6.2423950780763,-4.56093176132232
8.65,-3.2189,-5.59011690925757,-6.23919371729413,-4.55787567730718
8.7,-3.2189,-5.5870892056023,-6.23599235651195,-4.55481959329204
8.75,-3.2189,-5.58406150194704,-6.23279099572977,-4.55176350927691
8.8,-3.2189,-5.58103379829177,-6.2295896349476,-4.54870742526177
8.85,-3.2189,-5.5780060946365,-6.22638827416542,-4.54565134124663
8.9,-3.2189,-5.57497839098124,-6.22318691338324,-4.54259525723149
8.95,-3.2189,-5.57195068732597,-6.21998555260106,-4.53953917321635
9,-3.2189,-5.56892298367071,-6.21678419181889,-4.53648308920121
9.05,-3.2189,-5.56589528001544,-6.21358283103671,-4.53342700518607
9.1,-3.2189,-5.56286757636018,-6.21038147025453,-4.53037092117093
9.15,-3.2189,-5.55983987270491,-6.20718010947236,-4.5273148371558
9.2,-3.2189,-5.55681216904965,-6.20397874869018,-4.52425875314066
9.25,-3.2189,-5.55378446539438,-6.200777387908,-4.52120266912552
9.3,-3.2189,-5.55075676173911,-6.19757602712583,-4.51814658511038
9.35,-3.2189,-5.54772905808385,-6.19437466634365,-4.51509050109524
9.4,-3.2189,-5.54470135442858,-6.19117330556147,-4.5120344170801
9.45,-3.2189,-5.54167365077332,-6.1879719447793,-4.50897833306496
9.5,-3.2189,-5.53864594711805,-6.18477058399712,-4.50592224904982
9.55,-3.2189,-5.53561824346278,-6.18156922321494,-4.50286616503469
9.6,-3.2189,-5.53259053980752,-6.17836786243277,-4.49981008101955
9.65,-3.2189,-5.52956283615225,-6.17516650165059,-4.49675399700441
9.7,-3.2189,-5.52653513249699,-6.17196514086841,-4.49369791298927
9.75,-3.2189,-5.52350742884172,-6.16876378008624,-4.49064182897413
9.8,-3.2189,-5.52047972518646,-6.16556241930406,-4.48758574495899
9.85,-3.2189,-5.51745202153119,-6.16236105852188,-4.48452966094385
9.9,-3.2189,-5.51442431787592,-6.1591596977397,-4.48147357692871
9.95,-3.2189,-5.51139661422066,-6.15595833695753,-4.47841749291358
10,-3.2189,-5.50836891056539,-6.15275697617535,-4.47536140889844
10.05,-3.2189,-5.50534120691013,-6.14955561539317,-4.4723053248833
10.1,-3.2189,-5.50231350325486,-6.146354254611,-4.46924924086816
10.15,-3.2189,-5.4992857995996,-6.14315289382882,-4.46619315685302
10.2,-3.2189,-5.49625809594433,-6.13995153304664,-4.46313707283788
10.25,-3.2189,-5.49323039228906,-6.13675017226447,-4.46008098882274
10.3,-3.2189,-5.4902026886338,-6.13354881148229,-4.4570249048076
10.35,-3.2189,-5.48717498497853,-6.13034745070011,-4.45396882079247
10.4,-3.2189,-5.48414728132327,-6.12714608991794,-4.45091273677733
10.45,-3.2189,-5.481119577668,-6.12394472913576,-4.44785665276219
10.5,-3.2189,-5.47809187401274,-6.12074336835358,-4.44480056874705
10.55,-3.2189,-5.47506417035747,-6.11754200757141,-4.44174448473191
10.6,-3.2189,-5.4720364667022,-6.11434064678923,-4.43868840071677
10.65,-3.2189,-5.46900876304694,-6.11113928600705,-4.43563231670163
10.7,-3.2189,-5.46598105939167,-6.10793792522488,-4.4325762326865
10.75,-3.2189,-5.46295335573641,-6.1047365644427,-4.42952014867136
10.8,-3.2189,-5.45992565208114,-6.10153520366052,-4.42646406465622
10.85,-3.2189,-5.45689794842587,-6.09833384287835,-4.42340798064108
10.9,-3.2189,-5.45387024477061,-6.09513248209617,-4.42035189662594
10.95,-3.2189,-5.45084254111534,-6.09193112131399,-4.4172958126108
11,-3.2189,-5.44781483746008,-6.08872976053181,-4.41423972859566
11.05,-3.2189,-5.44478713380481,-6.08552839974964,-4.41118364458052
11.1,-3.2189,-5.44175943014955,-6.08232703896746,-4.40812756056538
11.15,-3.2189,-5.43873172649428,-6.07912567818528,-4.40507147655025
11.2,-3.2189,-5.43570402283901,-6.07592431740311,-4.40201539253511
11.25,-3.2189,-5.43267631918375,-6.07272295662093,-4.39895930851997
11.3,-3.2189,-5.42964861552848,-6.06952159583875,-4.39590322450483
11.35,-3.2189,-5.42662091187322,-6.06632023505658,-4.39284714048969
11.4,-3.2189,-5.42359320821795,-6.0631188742744,-4.38979105647455
11.45,-3.2189,-5.42056550456269,-6.05991751349222,-4.38673497245941
11.5,-3.2189,-5.41753780090742,-6.05671615271005,-4.38367888844428
11.55,-3.2189,-5.41451009725215,-6.05351479192787,-4.38062280442914
11.6,-3.2189,-5.41148239359689,-6.05031343114569,-4.377566720414
11.65,-3.2189,-5.40845468994162,-6.04711207036352,-4.37451063639886
11.7,-3.2189,-5.40542698628636,-6.04391070958134,-4.37145455238372
11.75,-3.2189,-5.40239928263109,-6.04070934879916,-4.36839846836858
11.8,-3.2189,-5.39937157897582,-6.03750798801699,-4.36534238435344
11.85,-3.2189,-5.39634387532056,-6.03430662723481,-4.3622863003383
11.9,-3.2189,-5.39331617166529,-6.03110526645263,-4.35923021632316
11.95,-3.2189,-5.39028846801003,-6.02790390567045,-4.35617413230803
12,-3.2189,-5.38726076435476,-6.02470254488828,-4.35311804829289
12.05,-3.2189,-5.3842330606995,-6.0215011841061,-4.35006196427775
12.1,-3.2189,-5.38120535704423,-6.01829982332392,-4.34700588026261
12.15,-3.2189,-5.37817765338896,-6.01509846254175,-4.34394979624747
12.2,-3.2189,-5.3751499497337,-6.01189710175957,-4.34089371223233
12.25,-3.2189,-5.37212224607843,-6.00869574097739,-4.33783762821719
12.3,-3.2189,-5.36909454242317,-6.00549438019522,-4.33478154420205
12.35,-3.2189,-5.3660668387679,-6.00229301941304,-4.33172546018692
12.4,-3.2189,-5.36303913511264,-5.99909165863086,-4.32866937617178
12.45,-3.2189,-5.36001143145737,-5.99589029784869,-4.32561329215664
12.5,-3.2189,-5.3569837278021,-5.99268893706651,-4.3225572081415
12.55,-3.2189,-5.35395602414684,-5.98948757628433,-4.31950112412636
12.6,-3.2189,-5.35092832049157,-5.98628621550216,-4.31644504011122
12.65,-3.2189,-5.34790061683631,-5.98308485471998,-4.31338895609608
12.7,-3.2189,-5.34487291318104,-5.9798834939378,-4.31033287208095
12.75,-3.2189,-5.34184520952578,-5.97668213315563,-4.30727678806581
12.8,-3.2189,-5.33881750587051,-5.97348077237345,-4.30422070405067
12.85,-3.2189,-5.33578980221524,-5.97027941159127,-4.30116462003553
12.9,-3.2189,-5.33276209855998,-5.9670780508091,-4.29810853602039
12.95,-3.2189,-5.32973439490471,-5.96387669002692,-4.29505245200525
13,-3.2189,-5.32670669124945,-5.96067532924474,-4.29199636799011
13.05,-3.2189,-5.32367898759418,-5.95747396846256,-4.28894028397497
13.1,-3.2189,-5.32065128393891,-5.95427260768039,-4.28588419995983
13.15,-3.2189,-5.31762358028365,-5.95107124689821,-4.2828281159447
13.2,-3.2189,-5.31459587662838,-5.94786988611603,-4.27977203192956
13.25,-3.2189,-5.31156817297312,-5.94466852533386,-4.27671594791442
13.3,-3.2189,-5.30854046931785,-5.94146716455168,-4.27365986389928
13.35,-3.2189,-5.30551276566259,-5.9382658037695,-4.27060377988414
13.4,-3.2189,-5.30248506200732,-5.93506444298733,-4.267547695869
13.45,-3.2189,-5.29945735835206,-5.93186308220515,-4.26449161185386
13.5,-3.2189,-5.29642965469679,-5.92866172142297,-4.26143552783873
13.55,-3.2189,-5.29340195104152,-5.9254603606408,-4.25837944382359
13.6,-3.2189,-5.29037424738626,-5.92225899985862,-4.25532335980845
13.65,-3.2189,-5.28734654373099,-5.91905763907644,-4.25226727579331
13.7,-3.2189,-5.28431884007573,-5.91585627829427,-4.24921119177817
13.75,-3.2189,-5.28129113642046,-5.91265491751209,-4.24615510776303
