"tempTest","lnBWg","model_predFE","CI_2.5","CI_97.5"
1,-1.619,-1.72300731368645,-2.01292614999292,-1.46156055999128
1.05,-1.619,-1.72183086505459,-2.01167116078549,-1.46060961830362
1.1,-1.619,-1.72065441642272,-2.01041617157805,-1.45965867661596
1.15,-1.619,-1.71947796779085,-2.00916118237062,-1.45870773492831
1.2,-1.619,-1.71830151915898,-2.00790619316318,-1.45775679324065
1.25,-1.619,-1.71712507052711,-2.00665120395575,-1.45680585155299
1.3,-1.619,-1.71594862189524,-2.00539621474831,-1.45585490986533
1.35,-1.619,-1.71477217326337,-2.00414122554088,-1.45490396817768
1.4,-1.619,-1.7135957246315,-2.00288623633344,-1.45395302649002
1.45,-1.619,-1.71241927599963,-2.001631247126,-1.45300208480236
1.5,-1.619,-1.71124282736776,-2.00037625791857,-1.4520511431147
1.55,-1.619,-1.7100663787359,-1.99912126871114,-1.45110020142704
1.6,-1.619,-1.70888993010403,-1.9978662795037,-1.45014925973939
1.65,-1.619,-1.70771348147216,-1.99661129029627,-1.44919831805173
1.7,-1.619,-1.70653703284029,-1.99535630108883,-1.44824737636407
1.75,-1.619,-1.70536058420842,-1.9941013118814,-1.44729643467641
1.8,-1.619,-1.70418413557655,-1.99284632267396,-1.44634549298875
1.85,-1.619,-1.70300768694468,-1.99159133346653,-1.4453945513011
1.9,-1.619,-1.70183123831281,-1.99033634425909,-1.44444360961344
1.95,-1.619,-1.70065478968094,-1.98908135505166,-1.44349266792578
2,-1.619,-1.69947834104907,-1.98782636584422,-1.44254172623812
2.05,-1.619,-1.69830189241721,-1.98657137663679,-1.44159078455046
2.1,-1.619,-1.69712544378534,-1.98531638742935,-1.44063984286281
2.15,-1.619,-1.69594899515347,-1.98406139822192,-1.43968890117515
2.2,-1.619,-1.6947725465216,-1.98280640901448,-1.43873795948749
2.25,-1.619,-1.69359609788973,-1.98155141980705,-1.43778701779983
2.3,-1.619,-1.69241964925786,-1.98029643059961,-1.43683607611218
2.35,-1.619,-1.69124320062599,-1.97904144139218,-1.43588513442452
2.4,-1.619,-1.69006675199412,-1.97778645218474,-1.43493419273686
2.45,-1.619,-1.68889030336225,-1.97653146297731,-1.4339832510492
2.5,-1.619,-1.68771385473038,-1.97527647376987,-1.43303230936154
2.55,-1.619,-1.68653740609852,-1.97402148456244,-1.43208136767389
2.6,-1.619,-1.68536095746665,-1.972766495355,-1.43113042598623
2.65,-1.619,-1.68418450883478,-1.97151150614757,-1.43017948429857
2.7,-1.619,-1.68300806020291,-1.97025651694013,-1.42922854261091
2.75,-1.619,-1.68183161157104,-1.9690015277327,-1.42827760092325
2.8,-1.619,-1.68065516293917,-1.96774653852526,-1.4273266592356
2.85,-1.619,-1.6794787143073,-1.96649154931783,-1.42637571754794
2.9,-1.619,-1.67830226567543,-1.96523656011039,-1.42542477586028
2.95,-1.619,-1.67712581704356,-1.96398157090296,-1.42447383417262
3,-1.619,-1.67594936841169,-1.96272658169552,-1.42352289248496
3.05,-1.619,-1.67477291977983,-1.96147159248809,-1.42257195079731
3.1,-1.619,-1.67359647114796,-1.96021660328065,-1.42162100910965
3.15,-1.619,-1.67242002251609,-1.95896161407322,-1.42067006742199
3.2,-1.619,-1.67124357388422,-1.95770662486578,-1.41971912573433
3.25,-1.619,-1.67006712525235,-1.95645163565835,-1.41876818404667
3.3,-1.619,-1.66889067662048,-1.95519664645091,-1.41781724235902
3.35,-1.619,-1.66771422798861,-1.95394165724348,-1.41686630067136
3.4,-1.619,-1.66653777935674,-1.95268666803604,-1.4159153589837
3.45,-1.619,-1.66536133072487,-1.95143167882861,-1.41496441729604
3.5,-1.619,-1.664184882093,-1.95017668962117,-1.41401347560839
3.55,-1.619,-1.66300843346114,-1.94892170041374,-1.41306253392073
3.6,-1.619,-1.66183198482927,-1.9476667112063,-1.41211159223307
3.65,-1.619,-1.6606555361974,-1.94641172199887,-1.41116065054541
3.7,-1.619,-1.65947908756553,-1.94515673279143,-1.41020970885775
3.75,-1.619,-1.65830263893366,-1.943901743584,-1.4092587671701
3.8,-1.619,-1.65712619030179,-1.94264675437656,-1.40830782548244
3.85,-1.619,-1.65594974166992,-1.94139176516913,-1.40735688379478
